16185180;Michael;Corner;678901241;michael.corner.vargas@yeeha.com;michael.corner.vargas@lamejor.com;;FULL TIME;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;ASOCIADO DOCENTE;Director(a) Carrera;
10300778;Rubeus;Hagrid;345678911;rubeus.hagrid@yeeha.com;rubeus.hagrid@lamejor.com;;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;TITULAR DOCENTE;;
17241044;Voldemort;SEÃÂ¿Â½OROSCURO;234567902;voldemort.senoroscuros.elinnombrable@gmall.com;voldemort.senoroscuros.elinnombrable@lamejor.com;-1;FULL TIME;diurno;;HOGWARTS;MAGIA;MAGISTER;ASOCIADO REGULAR;Profesor por Jornada;
23677609;Daphne;GREENGRASS;345678904;daphne.greengrass@michea.com;daphne.greengrass@lamejor;;HONORARIO;diurno;;BEAUXBATON;;MAGISTER;INSTRUCTOR DOCENTE;;
16789372;Ernie;MACMILLAN;345678905;ernie.macmillan@riquelme.com;ernie.macmillan@lamejor;;FULL TIME;diurno;;BEAUXBATON;HECHICERÃ¯Â¿Â½A;MAGISTER;ASOCIADO DOCENTE;Director(a) Carrera (i);
9866866;Luna;LOVEGOOD;456789019;luna.lovegood.diaz@yeeha.com;luna.lovegood.diaz@lamejor.com;;;diurno;;HOGWARTS;MAGIA;MAGISTER;INSTRUCTOR DOCENTE;;
8270690;Vincent;CRABBE;901234578;vincent.crabbe.piturra@gmall.com;vincent.crabbe.piturra@lamejor.com;;HONORARIO;;vespertino;HOGWARTS;MAGIA;MAGISTER;ASISTENTE DOCENTE;;
7682646;Dudley;DURSLEY;234567894;dudley.dursley.plaza@coldmail.com;dudley.dursley.plaza@lamejor.com;;HONORARIO;;;BEAUXBATON;HECHICERÃ¯Â¿Â½A;MAGISTER;INSTRUCTOR DOCENTE;;
6666666;Voldemort;SEÃÂ¿Â½OROSCURO;567890123;voldemort.senoroscuros@elinnombrable.com;voldemort.senoroscuros.elinnombrable@lamejor.com;;GRATIS;diurno;;;; LICENCIATURA;;VACANTE;
7900381;Viktor;KRUM;890123467;viktor.krum.duran@yeeha.com;viktor.krum.duran@lamejor.com;;FULL TIME;diurno;;HOGWARTS;MAGIA;MAGISTER;ASOCIADO DOCENTE;Profesor 1/2 Jornada;
7481441;Arthur;WEASLEY;789012346;arthur.weasley.diaz@yeeha.com;arthur.weasley.diaz@lamejor.com;;FULL TIME;diurno;;;;LICENCIATURA;INSTRUCTOR DOCENTE;Coord. de ClÃ¯Â¿Â½nicaÃ¯Â¿Â½;AcadÃ¯Â¿Â½mico
7434992;Padma;PATIL;456789020;padma.patil.sandoval@coldmail.com;padma.patil.sandoval@lamejor.com;;FULL TIME;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;TITULAR DOCENTE;;
21713351;Cormac;MCLAGGEN;890123458;cormac.mclaggen@valenzuela.com;cormac.mclaggen@lamejor;;HONORARIO;diurno;;;;MAGISTER;ASISTENTE DOCENTE;;
9909814;Hannah;ABBOTT;567890128;hannah.abbott@viana.com;hannah.abbott@@lamejor;;HONORARIO;;;BEAUXBATON;HECHICERÃ¯Â¿Â½A;MAGISTER;INSTRUCTOR DOCENTE;;
19525663;Susan;BONES;345678912;susan.bones@poncedeleon.com;susan.bones@@lamejor;;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;ASISTENTE DOCENTE;;
9017415;Albus;DUMBLEDORE;890123456;albus.dumbledore@coldmail.com;albus.dumbledore@lamejor.com;;FULL TIME;diurno;;;;DOCTOR;ASISTENTE DOCENTE;Director(a) Carrera;
21982013;Rowena;RAVENCLAW;234567900;rowena.ravenclaw.vargas@gmall.com;rowena.ravenclaw.vargas@lamejor.com;;HONORARIO;;vespertino;HOGWARTS;MAGIA;MAGISTER;ASISTENTE DOCENTE;;
